Host Name,OS,OS - EOL RATING,LOCATION,REGION,System Classification,Applications / Business Processes / functions ,APPLICATION,"VBP, DR, or SLA",Brand,Model,Type / Product #,Serial Number,MODEL - EOL RATING,MODEL,Location Address,Location,,APPLICATION,APPLICATION
AS041NLME17,W2008 R2,SUNSET,NL - Meppel,EUTD,QAS,,New server not in use yet,Gold,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,New server not in use yet,New server not in use yet
AS041NLME18,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,PASX ,PASX ,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,???? 11F,PASX ,PASX 
AS041NLME19,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,PASX ,PASX ,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,???? 11F,PASX ,PASX 
AS041NLME20,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,PASX ,PASX ,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,??? 1F,PASX ,PASX 
AS041NLME21,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,PASX ,PASX ,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,QC? 1F,PASX ,PASX 
AS041NLME22,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,NWA,NWA,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,B? B1,NWA,NWA
AS041NLME23,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME24,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME25,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME26,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME27,W2008 R2,SUNSET,NL - Meppel,EUTD,Development,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME28,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME29,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME30,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME31,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME32,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME33,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME34,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME35,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME36,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME37,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,,0-Jan-00,0
AS041NLME38,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,,0-Jan-00,0
AS041NLME39,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,,0-Jan-00,0
AS041NLME40,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,,0-Jan-00,0
AS041NLME41,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,,0-Jan-00,0
AS041NLME42,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME43,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME44,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME45,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME46,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME47,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS041NLME48,W2008 R2,SUNSET,NL - Meppel,EUTD,Test,,0,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"Astellas Pharma Europe B.V. Meppel, Manufacturing Meppel, Hogemaat2, 7942, JG MEPPEL, Postbus 43 , 7940 AA MEPPEL",MEPPLE Netherland,IBM??DC A? 4F,0-Jan-00,0
AS050BEBR11,W2003,EXIT,BE - Brussels,APEL,Non- Production,AST_RSM_BEBR,AST_RSM_BEBR,BRONZE,HP,Proliant DL380 G3,Unknown,81P9LDN72C,MAINSTREAM,DL380 G3,,Belgium / Brussels,,AST_RSM_BEBR,AST_RSM_BEBR
AS050IEDU11,W2008 R2,SUNSET,IE - Dublin,EUTD,Production,Opentext,Opentext,,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,Opentext,Opentext
AS050NLME11,W2003,EXIT,NL - Meppel,EUTD,QAS,AST_SERVICE_EBR_MEPPEL_CITRIX_QAS,AST_SERVICE_EBR_MEPPEL_CITRIX_QAS,SILVER,HP,Proliant DL380 G6,491335-421,CZC93449VL,SUNSET,DL380 G6,Astellas Pharma Europe B.V. Hogemaat 2 7940 AA Meppel,MEPPLE Netherland,IBM??DC 7F,AST_SERVICE_EBR_MEPPEL_CITRIX_QAS,AST_SERVICE_EBR_MEPPEL_CITRIX_QAS
AS070IEDU11,W2003,EXIT,IE - Dublin,EUTD,Production,SAP BI DEV Server,SAP BI DEV Server,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,SAP BI DEV Server,SAP BI DEV Server
AS070IEKI11,W2008 R2,SUNSET,IE - Dublin,EUTD,Production,SAP DR Server,SAP Disaster Recovery,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,SAP Disaster Recovery,SAP Disaster Recovery
AS080IEDU11,W2003,EXIT,IE - Dublin,EUTD,Production,SAP BI QA Server,SAP BI QA Server,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,SAP BI QA Server,SAP BI QA Server
AS090IEDU11,W2003,EXIT,IE - Dublin,EUTD,Production,SAP BI PROD Server,SAP BI PROD Server,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,SAP BI PROD Server,SAP BI PROD Server
AS1020DENE,W2003,EXIT,DE - DCS,APEL,Test,Hyperion_TEST,Hyperion_TEST,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"DCS, Frankfurt","DCS, Germany Frankfurt",,Hyperion_TEST,Hyperion_TEST
AS1070DENE,W2003,EXIT,DE - DCS,APEL,Production,HYPERION_PRD,HYPERION_PRD,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,Virtual,"DCS, Germany Frankfurt",,HYPERION_PRD,HYPERION_PRD
AS110IEDU11,W2008 R2,SUNSET,IE - Dublin,EUTD,Production,Empower 3,Empower 3,,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,Empower 3,Empower 3
AS1120DENE,W2003,EXIT,DE - DCS,APEL,Development,SCORE_DEV,SCORE_DEV,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,"DCS, Germany Frankfurt",,SCORE_DEV,SCORE_DEV
AS1130DENE,W2003,EXIT,DE - DCS,APEL,Development,SCORE_DEV,SCORE_DEV,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,"DCS, Germany Frankfurt",,SCORE_DEV,SCORE_DEV
AS1190DENE,W2003,EXIT,DE - DCS,APEL,Production,SCORE_PRD,SCORE_PRD,SILVER,IBM,x3550 M3,Physical,06PLCH5,SUNSET,X3550 M3,DCS Frankfurt,"DCS, Germany Frankfurt",,SCORE_PRD,SCORE_PRD
AS1200DENE,W2003,EXIT,DE - DCS,APEL,Production,SCORE_PRD,"SCORE 

(EX_HYPERION_PRD)",SILVER,IBM,x3550 M3,Physical,06plcf7,SUNSET,X3550 M3,DCS Frankfurt,"DCS, Germany Frankfurt",,"SCORE 

(EX_HYPERION_PRD)","SCORE 

(EX_HYPERION_PRD)"
AS120DEMU11,W2003,EXIT,DE - DCS,APEL,Production,INTERNAL WEBSITES,INTERNAL WEBSITES,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,Virtual,"DCS, Germany Frankfurt",,INTERNAL WEBSITES,INTERNAL WEBSITES
AS1210DENE,W2003,EXIT,DE - DCS,APEL,Production,SCORE_PRD,SCORE_PRD,SILVER,IBM,x3550 M3,Physical,06plcf8,SUNSET,X3550 M3,DCS Frankfurt,"DCS, Germany Frankfurt",,SCORE_PRD,SCORE_PRD
AS130DEMU11,W2003,EXIT,DE - DCS,APEL,Production,INTERNAL WEBSITES,INTERNAL WEBSITES,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,Virtual,"DCS, Germany Frankfurt",,INTERNAL WEBSITES,INTERNAL WEBSITES
AS1310DENE,SUSE 10,SUNSET,DE - DCS,APEL,Dev,Aspire_DEV,IMPACT_POLARIS_DEV,,VM,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,,EMEA,,IMPACT_POLARIS_DEV,IMPACT_POLARIS_DEV
AS1320DENE,SUSE 10,SUNSET,DE - DCS,APEL,Dev,IMPACT_POLARIS_DEV,Aspire_DEV,,HP,HP ProLiant DL380 G6,DL380 G6,CZC002027H,SUNSET,DL380 G6,,EMEA,,Aspire_DEV,Aspire_DEV
AS1330DENE,SUSE 10,SUNSET,DE - DCS,APEL,PROD,Aspire_PRD,Aspire_PRD,,HP,HP ProLiant DL380 G6,DL380 G6,CZC0020HHN,SUNSET,DL380 G6,,EMEA,,Aspire_PRD,Aspire_PRD
AS1340DENE,SUSE 11,MAINSTREAM,DE - DCS,APEL,PROD,Aspire_PRD,Aspire_PRD,,HP,HP ProLiant DL380 G6,DL380 G6,CZC002026M,SUNSET,DL380 G6,,EMEA,,Aspire_PRD,Aspire_PRD
AS1350DENE,SUSE 10,SUNSET,DE - DCS,APEL,Dev,IMPACT_POLARIS_DEV,IMPACT_POLARIS_DEV,,VM,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,,EMEA,,IMPACT_POLARIS_DEV,IMPACT_POLARIS_DEV
AS1360DENE,SUSE 10,SUNSET,DE - DCS,APEL,Validation,IMPACT_POLARIS_VAL,IMPACT_POLARIS_VAL,,VM,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,,EMEA,,IMPACT_POLARIS_VAL,IMPACT_POLARIS_VAL
AS1370DENE,SUSE 11,MAINSTREAM,DE - DCS,APEL,PROD,IMPACT_POLARIS_PRD,IMPACT_POLARIS_PRD,,HP,HP ProLiant DL380 G7,DL380 G7,CZ2038F230,MAINSTREAM,DL380 G7,,EMEA,,IMPACT_POLARIS_PRD,IMPACT_POLARIS_PRD
AS1380DENE,SUSE 11,MAINSTREAM,DE - DCS,APEL,PROD,IMPACT_POLARIS_PRD,IMPACT_POLARIS_PRD,,HP,HP ProLiant DL380 G7,DL380 G7,CZ2038F232,MAINSTREAM,DL380 G7,,EMEA,,IMPACT_POLARIS_PRD,IMPACT_POLARIS_PRD
AS1390DENE,W2008 R2,SUNSET,DE - DCS,APEL,Production,GAMS_PRD,GAMS_PRD,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,"DCS, Frankfurt","DCS, Germany Frankfurt",,GAMS_PRD,GAMS_PRD
AS1400DENE,W2003,EXIT,DE - DCS,APEL,Production,READSOFT_PRD,READSOFT_PRD,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,"DCS, Germany Frankfurt",,READSOFT_PRD,READSOFT_PRD
AS1410DENE,SUSE 10,SUNSET,DE - DCS,APEL,Validation,IMPACT_POLARIS_VAL,IMPACT_POLARIS_VAL,,VM,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,,EMEA,,IMPACT_POLARIS_VAL,IMPACT_POLARIS_VAL
AS1420DENE,W2008 R2,SUNSET,DE - DCS,APEL,Production,ErgoDirect_PRD,ErgoDirect_PRD,BRONZE,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,"DCS, Germany Frankfurt",,ErgoDirect_PRD,ErgoDirect_PRD
AS1460DENE,W2008 R2,SUNSET,DE - DCS,APEL,Production,SPOTFIRE_PRD,SPOTFIRE_PRD,Gold,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,Virtual,"DCS, Germany Frankfurt",,SPOTFIRE_PRD,SPOTFIRE_PRD
AS1470DENE,W2008 R2,SUNSET,DE - DCS,APEL,Production,SPOTFIRE_PRD,SPOTFIRE_PRD,Gold,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,Virtual,"DCS, Germany Frankfurt",,SPOTFIRE_PRD,SPOTFIRE_PRD
AS1480DENE,W2008 R2,SUNSET,DE - DCS,APEL,Development,SPOTFIRE_DEV,SPOTFIRE_DEV,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,"DCS, Germany Frankfurt",,SPOTFIRE_DEV,SPOTFIRE_DEV
AS1490DENE,W2008 R2,SUNSET,DE - DCS,APEL,Production,SPOTFIRE_PRD,SPOTFIRE_PRD,Gold,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,Virtual,"DCS, Germany Frankfurt",,SPOTFIRE_PRD,SPOTFIRE_PRD
AS1500DENE,W2008 R2,SUNSET,DE - DCS,APEL,Development,SPOTFIRE_DEV,SPOTFIRE_DEV,Bronze,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,"DCS, Germany Frankfurt",,SPOTFIRE_DEV,SPOTFIRE_DEV
AS190IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Validation,Validation - Background Processes Server (MES),Validation - Background Processes Server (MES),GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Validation - Background Processes Server (MES),Validation - Background Processes Server (MES)
AS200IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Development,Development - Jboss Server (MES),Development - Jboss Server (MES),GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Development - Jboss Server (MES),Development - Jboss Server (MES)
AS210IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Development,Development - Background Processes Server  (MES),Development - Background Processes Server  (MES),GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Development - Background Processes Server  (MES),Development - Background Processes Server  (MES)
AS270IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Development,Development - Jboss Server (Serialisation),Development - Jboss Server (Serialisation),GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Development - Jboss Server (Serialisation),Development - Jboss Server (Serialisation)
AS280IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Development,Development - Citrix 1 Server (Serialisation),Development - Citrix 1 Server (Serialisation),GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Development - Citrix 1 Server (Serialisation),Development - Citrix 1 Server (Serialisation)
AS300DENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,SAS_PRD,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,,SAS_PRD,SAS_PRD
AS300IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,SAP IED Server,SAP IED Server,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,SAP IED Server,SAP IED Server
AS301DENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,SAS_PRD,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,,SAS_PRD,SAS_PRD
AS30ADENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,SAS_PRD,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,,SAS_PRD,SAS_PRD
AS30BDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,SAS_PRD,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,,SAS_PRD,SAS_PRD
AS310DENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,SAS_VAL,,,T4 LDOM,,,MAINSTREAM,VIRTUAL,,,,SAS_VAL,SAS_VAL
AS310IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,SAP QAS Server,SAP QAS Server,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,SAP QAS Server,SAP QAS Server
AS31ADENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,SAS_VAL,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,,SAS_VAL,SAS_VAL
AS320DENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,SAS_DEV,,,T4 LDOM,,,MAINSTREAM,VIRTUAL,,,,SAS_DEV,SAS_DEV
AS320IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,Oracle and  SAP Server for SAP DGR (IVD),Oracle and  SAP Server for SAP DGR (IVD),,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Oracle and  SAP Server for SAP DGR (IVD),Oracle and  SAP Server for SAP DGR (IVD)
AS32ADENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,SAS_DEV,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,,SAS_DEV,SAS_DEV
AS331IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,Node 1 of SAP Server Cluster for SAP ECC PROD (P11),Node 1 of SAP Server Cluster for SAP ECC PROD (P11),,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Node 1 of SAP Server Cluster for SAP ECC PROD (P11),Node 1 of SAP Server Cluster for SAP ECC PROD (P11)
AS332IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,Node 2 of SAP Server Cluster for SAP ECC PROD (P11),Node 2 of SAP Server Cluster for SAP ECC PROD (P11),,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Node 2 of SAP Server Cluster for SAP ECC PROD (P11),Node 2 of SAP Server Cluster for SAP ECC PROD (P11)
AS341IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,Node 1 of SAP Server Cluster for SAP GRC  PROD (IVP),Node 1 of SAP Server Cluster for SAP GRC  PROD (IVP),,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Node 1 of SAP Server Cluster for SAP GRC  PROD (IVP),Node 1 of SAP Server Cluster for SAP GRC  PROD (IVP)
AS342IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,Node 2 of SAP Server Cluster for SAP GRC  PROD (IVP),Node 2 of SAP Server Cluster for SAP GRC  PROD (IVP),,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,Node 2 of SAP Server Cluster for SAP GRC  PROD (IVP),Node 2 of SAP Server Cluster for SAP GRC  PROD (IVP)
