Host Name,OS,OS - EOL RATING,LOCATION,REGION,System Classification,Applications / Business Processes / functions ,"VBP, DR, or SLA",Brand,Model,Type / Product #,Serial Number,MODEL - EOL RATING,MODEL,Location Address,Location,
JPPTYODCVS010,W2012,MAINSTREAM,IBM Makuhari DC,API,Sandbox,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS020,W2012,MAINSTREAM,IBM Makuhari DC,API,Development,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS030,W2012,MAINSTREAM,IBM Makuhari DC,API,Pre-Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS050,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS060,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS040,W2012,MAINSTREAM,IBM Makuhari DC,API,Pre-Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCWB100,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL320e G8,,,
JPPTYODCWB090,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL320e G8,,,
JPPTYODCAP140,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL320e G8,,,
YPCMSTCNTR03,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL320e G8,,,
JPPTYODCDB241,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL360 G9,,,
JPPTYODCDB242,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL360 G9,,,
JPPTYODCWB110,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYOCTDH010,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA130,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA140,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA170,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCAP250,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYOCTDBAN0,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCAP240,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCDB250,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA040,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA070,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA100,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYOCTDH030,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYOCTAPAS0,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA150,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYOCTDH040,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA010,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA050,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA080,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA110,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCFS040,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCAP270,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYOCTDH020,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA030,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA060,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA090,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA120,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCDB260,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYOCTAPAR0,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA020,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCLA160,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPDTYODCWB100,W2012,MAINSTREAM,IBM Makuhari DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCDB080,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPDTYODCDB140,W2012,MAINSTREAM,IBM Makuhari DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPDTYODCAP070,W2012,MAINSTREAM,IBM Makuhari DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCDB090,W2012,MAINSTREAM,IBM Makuhari DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK140,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK150,W2012,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPTYOCTDC010,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460c G8,,,
GLPTYOCTDC010,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460c G8,,,
GLPTYOCTDC020,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460c G8,,,
JPPTYODCVS071,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS072,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS073,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460c G9,,,
JPPTYODCVS074,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460c G9,,,
JPPTYODCVS081,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS082,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS083,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS084,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS085,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPTYODCVS086,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
GLPTYODCMN060,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL360 G9,,,
GLPTYODCMN050,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL360 G9,,,
JPPTYODCFS021,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL380 G9 SFF,,,
JPPTYODCFS032,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL380 G9 SFF,,,
JPPTYODCFS022,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL380 G9 SFF,,,
JPPTYODCFS011,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL380 G9 SFF,,,
JPPTYODCFS031,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL380 G9 SFF,,,
JPPTYODCFS012,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,DL380 G9 SFF,,,
JPPTYODCBK110,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK120,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK070,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK080,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK090,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK040,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK050,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK060,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK010,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPTYOCTDC040,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYODCMN040,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
EUPTYOCTDC010,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
ASPTYOCTDC010,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYOCTDC050,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYODCMN030,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK100,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK020,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK030,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYOCTDC040,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPTYOCTDC030,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYODCMN020,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPTYOCTDC020,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYOCTDC030,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYOCTDC070,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYOCTDC080,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPDTYOCTDC020,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPTYOCTDC060,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTYODCMN010,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPTYODCBK130,W2012 R2,MAINSTREAM,IBM Makuhari DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APIUXMV8,HP-UX 11i v3(B.11.31),MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,Integrity rx2800i2,,,
APIUXMV7,HP-UX 11i v3(B.11.31),MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,Integrity rx2800i2,,,
FPIU1050,RHEL 6.3,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,DL380p G8,,,
DISU1052,RHEL 6.4,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL380p G8,,,
DISU1051,RHEL 6.4,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL380p G8,,,
FVAPICNTRAP080,W2003 R2,EXIT,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPOSAKSAP060,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,SUNSET,BL460c G6,,,
JPPOSAKSBK310,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,SUNSET,BL460c G6,,,
JPPOSAKSBK320,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,SUNSET,BL460c G6,,,
JPPOSAKSBK330,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,SUNSET,BL460c G6,,,
JPQTYOCTDB590,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,SUNSET,BL460c G7 ,,,
JPQTYOCTFS151,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,SUNSET,BL460c G7 ,,,
JPQTYOCTMN250,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,SUNSET,BL460c G7 ,,,
JPPOSADCWB010,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL320e G8,,,
JPPOSADCDB040,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360 G9,,,
JPPOSAKSBK290,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360e G8,,,
JPPOSAKSBK280,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360e G8,,,
JPPOSAKSBK300,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360e G8,,,
JPPOSADCWB020,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPOSADCAP010,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPOSADCDB010,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPOSADCDB050,W2012,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPOSADCBK030,W2012,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYOCTAP360,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYOCTBK050,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYOCTDB600,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYOCAMN010,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYOCAPR012,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYOCAPR013,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYOCAPR011,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCLA020,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCLA010,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCAP030,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCFS030,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCVS050,W2012 R2,,IBM Nanko DC,API,Pre-Production,,,,,,,SUNSET,BL460c G7 ,,,
JPQTYODCVS060,W2012 R2,,IBM Nanko DC,API,Pre-Production,,,,,,,SUNSET,BL460c G7 ,,,
JPQTYODCVS070,W2012 R2,,IBM Nanko DC,API,Pre-Production,,,,,,,SUNSET,BL460c G7 ,,,
JPQTYODCVS080,W2012 R2,,IBM Nanko DC,API,Pre-Production,,,,,,,SUNSET,BL460c G7 ,,,
JPPOSADCVS011,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPOSADCVS012,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPOSADCVS013,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPOSADCVS021,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
JPPOSADCVS022,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,BL460C G9,,,
GLPOSADCMN040,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360 G9,,,
JPQTYODCVS041,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,DL360 G9,,,
JPPOSADCFS032,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360 G9 8SFF,,,
JPPOSADCFS031,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360 G9 8SFF,,,
JPPOSADCFS022,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360 G9 8SFF,,,
JPPOSADCFS021,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360 G9 8SFF,,,
JPPOSADCFS012,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360 G9 8SFF,,,
JPPOSADCFS011,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,DL360 G9 8SFF,,,
JPQTYODCFS011,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,DL360 G9 8SFF,,,
JPQTYODCFS012,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,DL360 G9 8SFF,,,
APPOSAKSDC020,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPOSADCMN030,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPOSAKSDC040,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPOSAKSDC010,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPOSADCMN020,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPOSAKSDC030,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPOSADCMN010,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPOSAKSDC010,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPOSAKSDC020,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPOSADCBK020,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPPOSADCBK010,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCMN030,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCMN040,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCMN050,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCMN060,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCMN070,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLQTYODCMN030,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCRA010,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLQTYODCMN040,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCAP090,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCAP100,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCAP110,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCFS020,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCFS060,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
JPQTYODCBK010,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLQTYODCCA020,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,,,,,,MAINSTREAM,VIRTUAL,,,
VM071IEDU11,ESXi 5.0,SUNSET,IE - Dublin,EUTD,Production,VMWARE ESX HOST,,HP,BL465c G7,Unknown,CZ221006TR,SUNSET,BL465c G7,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
VM072IEDU11,ESXi 5.0,SUNSET,IE - Dublin,EUTD,Production,VMWARE ESX HOST,,HP,BL465c G7,Unknown,CZ221006TM,SUNSET,BL465c G7,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
VM081IEDU11,ESXi 5.0,SUNSET,IE - Dublin,EUTD,Production,VMWARE ESX HOST,,HP,BL465c G7,Unknown,CZ221006TT,SUNSET,BL465c G7,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
VM082IEDU11,ESXi 5.0,SUNSET,IE - Dublin,EUTD,Production,VMWARE ESX HOST,,HP,BL465c G7,Unknown,CZ221006TQ,SUNSET,BL465c G7,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
VM091IEDU11,ESXi 5.0,SUNSET,IE - Dublin,EUTD,Production,VMWARE ESX HOST,,HP,BL465c G7,Unknown,CZ22381KCJ,SUNSET,BL465c G7,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
VM092IEDU11,ESXi 5.0,SUNSET,IE - Dublin,EUTD,Production,VMWARE ESX HOST,,HP,BL465c G7,Unknown,CZ221006TN,SUNSET,BL465c G7,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
VM061IEDU11,ESXi 5.0,SUNSET,IE - Dublin,EUTD,Production,VMWARE ESX HOST,,HP,Proliant BL465c G8,Unknown,CZJ3390TN4,SUNSET,BL465c G8,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
VM062IEDU11,ESXi 5.0,SUNSET,IE - Dublin,EUTD,Production,VMWARE ESX HOST,,HP,Proliant BL465c G8,Unknown,CZJ3390TN3,SUNSET,BL465c G8,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
YODA,W2000,EXIT,IE - Dublin,EUTD,Production,Intranet Server,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,
DC010IEDU11,W2003,EXIT,IE - Dublin,EUTD,Production,Domain Controller,BRONZE,HP,Proliant DL360 G4,378705-421,GBJ5460070,EXIT,DL360 G4,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,
