Host Name,OS,OS - EOL RATING,LOCATION,REGION,System Classification,Applications / Business Processes / functions ,"VBP, DR, or SLA",Brand,Model,Type / Product #,Serial Number,MODEL - EOL RATING,MODEL,Location Address,Location,
GLPWBUDCDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPRDUDCDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPSELDRDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPPEKSHDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPSHEHQDC040,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPSHEHQDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPWBUDCDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPRDUDCDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPDLCACDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPFRADODC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPFRADODC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPFRADSDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPBOMHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPHKGHQDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPJKTHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPBKKHQDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPTPEHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPSMORCDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPSELDRDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Disaster Recovery,,,,,,,MAINSTREAM,VIRTUAL,,,
APPSHEHQDC030,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPJKTHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPSHEHQDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPSMORCDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPBKKHQDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPSYDHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPSYDHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPSINHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPSINHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPMNLHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPMNLHQDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPHKGHQDC020,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPPEKSHDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPSHEHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPSELHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPSHEHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPCHIHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPCHIRCDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPYYZHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPSELHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
GLPPEKSHDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPBOMHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
APPTPEHQDC010,W2012 R2,MAINSTREAM,API - Remote Asia,API,Production,,,,,,,MAINSTREAM,VIRTUAL,,,
AS020ATVI11,W2003,EXIT,AT - Vienna,APEL,Non- Production,AST_RSM_ATVI,BRONZE,HP,Proliant DL380 G5,391835-B21,GB8812EKKR,EXIT,DL380 G5,Astellas Pharma Ges mBH Linzerstrasse 221/E02 1140 Vienna,Austria / Vienna,
AS010ATVI11,W2003,EXIT,AT - Vienna,APEL,Non- Production,AST_RSM_ATVI,BRONZE,UnKnown,UnKnown,Unknown,UnKnown,,,Astellas Pharma Ges mBH Linzerstrasse 221/E02 1140 Vienna,Austria / Vienna,
EUPVIEHQDT010,W2008 R2,SUNSET,AT - Vienna,APEL,Production,DFS /DHCP,BRONZE,HP,Proliant DL380 G6,491335-421,CZ20247LM1,SUNSET,DL380 G6,Astellas Pharma Ges mBH Linzerstrasse 221/E02 1140 Vienna,Austria / Vienna,
EUPVIEHQPR010,W2008 R2,SUNSET,AT - Vienna,APEL,Production,AST_AFFILIATE_PRINT_PRD,BRONZE,HP,Proliant DL380 G7,583969-421,CZ214608VT,SUNSET,DL380 G7,Astellas Pharma Ges mBH Linzerstrasse 221/E02 1140 Vienna,AT - ,
AS020BEBR11,W2003,EXIT,BE - Brussels,APEL,Non- Production,AST_RSM_BEBR,BRONZE,HP,Proliant DL360 G2,Unknown,8210KC241011,EXIT,DL360 G2,,Belgium / Brussels,
FP010BEBR11,W2003,EXIT,BE - Brussels,APEL,Non- Production,AST_RSM_BEBR,BRONZE,HP,Proliant DL380 G3,349201-421,81PBLDN72C,MAINSTREAM,DL380 G3,"Astellas Phara BV Erasmus Park Square Marie Curie 50/1 Building 5, 1st Floor B-1070 Brussels",Belgium / Brussels,
AS050BEBR11,W2003,EXIT,BE - Brussels,APEL,Non- Production,AST_RSM_BEBR,BRONZE,HP,Proliant DL380 G3,Unknown,81P9LDN72C,MAINSTREAM,DL380 G3,,Belgium / Brussels,
AS030BEBR11,W2003,EXIT,BE - BRUSSELS,APEL,Non- Production,AST_RSM_BEBR,BRONZE,HP,Proliant ML350 G4,Unknown,7J16JFX85K0K,EXIT,ML350 G4,,Belgium / Brussels,
EUPBRUHQDT010,W2008 R2,SUNSET,BE - BRUSSELS,APEL,Production,"EMC,DFS",BRONZE,HP,Proliant DL380 G6,491335-421,CZ20257VN7,SUNSET,DL380 G6,Belgium / Astellas Pharma Belux / Brüssel / Square Marie Curie 50/1 Building 5 / IT Raum 01 / Rack1-1,BE - Brussels,
EUPSOFHQDT010,W2008 R2,SUNSET,BG - Sofia,APEL,Production,"EMC,DFS",BRONZE,HP,Proliant DL320 G6,505682-421,CZ103602EZ,SUNSET,DL320 G6,"Bulgaria / Astellas Pharma EOOD / Sofia / 51 A, Nikola Vaptsarov bld / IT Raum 01 / Rack1",Bulgaria / Sofia,
ASTDCSAOPA1,W2003,EXIT,BR - Sao Paulo,AUS,Production,AST Domain Controller (US.Astellas.net) - San Paulo+ DHCP Server,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,AST Sao Paulo,
ASPSAOOFVS010,W2008,SUNSET,BR - Sao Paulo,AUS,Production,AST Hyper-V HOST (hosting DC Virtual Server) - San Paulo,SILVER,HP,Proliant DL380 G5,Unknown,BRC850N0QD,EXIT,DL380 G5,"Av. das Nações Unidas, nº 14.171 - Rochaverá Corporate Towers - Torre B - 4º andar - sala 402 - CEP: 04794-000 - Vila Gertrudes - São Paulo/SP ",AST Sao Paulo,
ASPSAOOFDC010,W2008,SUNSET,BR - Sao Paulo,AUS,Production,AST Domain Controller (americas.astellas.net) - San Paulo,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,AST Sao Paulo,
ASPSAOOFFP01,W2008 R2,SUNSET,BR - Sao Paulo,AUS,Production,File and print (Media Management Server),BRONZE,HP,Proliant DL380P G8,Unknown,BRC3102YME,MAINSTREAM,DL380 G8,"Av. das Nações Unidas, nº 14.171 - Rochaverá Corporate Towers - Torre B - 4º andar - sala 402 - CEP: 04794-000 - Vila Gertrudes - São Paulo/SP ",AST Sao Paulo,
ASPSAOOFVS020,W2012 R2,MAINSTREAM,BR - Sao Paulo,AUS,PROD,Hyper V Host,Silver,IBM,Lenovo,x3550-6c,PEFMF80,UNKNOWN,UNKNOWN,"Sao Paulo, Brazil","Sao Paulo, Brazil",
ASPSAOOFVS030,W2012 R2,MAINSTREAM,BR - Sao Paulo,AUS,PROD,Hyper V Host,Silver,IBM,Lenovo,x3550-6c,PEFMF81,UNKNOWN,UNKNOWN,"Sao Paulo, Brazil","Sao Paulo, Brazil",
ASPYYZHQVS010,W2008,SUNSET,CA - Markham,AUS,Production,AST Hyper-V HOST (hosting DC Virtual Server)- Markham,SILVER,HP,Proliant DL360 G6,Unknown,MXQ922009J,SUNSET,DL360 G6,"675 Cochrane Drive,Suite 500, West Tower, Markham, Ontario L3R 0B8, Canada",AST Markham,
ASPYYZHQDC010,W2008,SUNSET,CA - Markham,AUS,Production,AST Domain Controller (americas.astellas.net) – Agensys,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,AST Markham,
ASPYYZHQVS020,W2012 R2,MAINSTREAM,CA - Markham,AUS,PROD,Hyper V Host,Silver,IBM,Lenovo,x3550-6c,S J106KX7,UNKNOWN,UNKNOWN,"Markham, Canada","Markham, Canada",
EUPZRHHQDT010,W2008 R2,SUNSET,CH - Wallisellen,APEL,Production,DFS /DHCP,BRONZE,HP,Proliant DL380 G6,491335-421,CZ20247LM5,SUNSET,DL380 G6,"Switzerland / Astellas Pharma AG / Richtiring 28, CH-8304 Wallisellen, Switzerland",CH - Wallisellen,
EUPPRGHQDT010,W2008 R2,SUNSET,CZ - PRAGUE,APEL,Production,DFS /DHCP,BRONZE,HP,Proliant DL380 G6,491335-421,CZ20247LM4,SUNSET,DL380 G6,Czech Republic / Astellas Pharma s.r.o / Prague 8 / Sokolovská 100/94 / IT Raum 01 / Rack1,CZ - PRAGUE,
SAPUSDALBK010,W2003 R2,EXIT,Dallas DC,API,Production,,,,,,,SUNSET,DL380 G6,,,
AS1310DENE,SUSE 10,SUNSET,DC - DCS,APEL,Dev,Aspire_DEV,,VM,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,,EMEA,
defrqap010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqdb030aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqdb040aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqws020aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap020aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap040aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap060aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap070aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqws040aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqws050aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap080aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqdb000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqws000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap030aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap050aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqws010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqws030aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqws060aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqap090aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqam000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqam010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqtp000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqtp010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqdw000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqdw010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqno000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqno010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqnw000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqnw010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqni000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqni010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqxa000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqba000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqfp000aslfm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,01M,,SUNSET,P260,,DCO,
usbdqhm000aslfa,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,,,SUNSET,P260,,DCO,
usrdqhm100aslfa,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,,,SUNSET,P260,,DCO,
defrqvi000aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqvi010aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqvi020aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqvi030aslxm,AIX 6.1,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqdb010aslxm,AIX 7.1,MAINSTREAM,DE - DCO,APEL,,,,IBM,IBM P260,42X,,SUNSET,P260,,DCO,
defrqad110aslxm,AIX 7.1,MAINSTREAM,DE - DCO,APEL,,,,IBM,8205,E6C,,MAINSTREAM,P740,,DCO,
defrqad010aslxm,AIX 7.1,MAINSTREAM,DE - DCO,APEL,,,,IBM,8205,E6C,,MAINSTREAM,P740,,DCO,
DEFRQEX000ASLGM,ESXi 5.0,SUNSET,DE - DCO,APEL,Production,VMWARE ESX HOST,,IBM,x240,Unknown,108EF4B,SUNSET,X240 Compute Node,,"DCO, Germany Frankfurt",
DEFRQEX010ASLGM,ESXi 5.0,SUNSET,DE - DCO,APEL,Production,VMWARE ESX HOST,,IBM,x240,Unknown,108EF5B,SUNSET,X240 Compute Node,,"DCO, Germany Frankfurt",
DEFRQEX020ASLGM,ESXi 5.0,SUNSET,DE - DCO,APEL,Production,VMWARE ESX HOST,,IBM,x240,Unknown,06B5FFB,SUNSET,X240 Compute Node,,"DCO, Germany Frankfurt",
DEFRQEX030ASLGM,ESXi 5.0,SUNSET,DE - DCO,APEL,Production,VMWARE ESX HOST,,IBM,x240,Unknown,21BBHMR,SUNSET,X240 Compute Node,,"DCO, Germany Frankfurt",
DEFRQSK000ASLRM,RHEL 6,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,7914-A2G,KD7L5V3 ,SUNSET,P260,,Oberursel (DCO Frankfurt),
DEFRQSK010ASLRM,RHEL 6,EXIT,DE - DCO,APEL,,,,IBM,IBM P260,7914-A2G,KD7R6N4,SUNSET,P260,,Oberursel (DCO Frankfurt),
EUPFRADCVS004,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,M4000,,,SUNSET,M4000,,DE - DCO,
EUPFRADCVS005,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,M4000,,,SUNSET,M4000,,DE - DCO,
EUPFRADCVS006,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,M4000,,,SUNSET,M4000,,DE - DCO,
EUPFRADCVS007,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,M4000,,,SUNSET,M4000,,DE - DCO,
EUPFRADCVS008,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,M4000,,,SUNSET,M4000,,DE - DCO,
EUPFRADCVS001,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,M4000,,,SUNSET,M4000,,DE - DCO,
EUPFRADCVS002,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,M4000,,,SUNSET,M4000,,DE - DCO,
EUPFRADCVS003,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,M4000,,,SUNSET,M4000,,DE - DCO,
DEFRQAP110ASLSM,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Physical Solaris ,,,MAINSTREAM,SPARC T4-2,,,
DB310DENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,,,,MAINSTREAM,VIRTUAL,,DE - DCO,
DB31BDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,,,,MAINSTREAM,VIRTUAL,,,
DB31CDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,Non-GXP,,,,,,,MAINSTREAM,VIRTUAL,,10.207.123.15,
DB31CDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,Non-GXP,,,,,,,MAINSTREAM,VIRTUAL,,,
DB31EDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,,,,MAINSTREAM,VIRTUAL,,,
DB31GDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,,,,MAINSTREAM,VIRTUAL,,,
DB31JDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,,,,MAINSTREAM,VIRTUAL,,DE - DCO,
DB31LDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,Non-GXP,,,,,,,MAINSTREAM,VIRTUAL,,,
DB320DENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,,,,MAINSTREAM,VIRTUAL,,DE - DCS,
DB32ADENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,Non-GXP,,,,,,,MAINSTREAM,VIRTUAL,,,
DB32CDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,Non-GXP,,,,,,,MAINSTREAM,VIRTUAL,,10.206.123.15,
DB32DDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,Non-GXP,,,,,,,MAINSTREAM,VIRTUAL,,,
EUDFRASAPBW2,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPDBI,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPDEC,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPDEH,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPDEP,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPDGR,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPDPI,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPDSC,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPDSR,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPEC2,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPEH2,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPEP2,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPSC2,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPSMD,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPSR2,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUDFRASAPXI2,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUPFRASAPGRP,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUPFRASAPPEH,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUQFRASAPBWQ,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUQFRASAPEPQ,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUQFRASAPQAS,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
EUQFRASAPQEH,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
EUQFRASAPSCQ,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUQFRASAPSMQ,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUQFRASAPSRQ,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
EUQFRASAPXIQ,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,DE - DCO,
AS300DENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
AS301DENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
AS30ADENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
AS30BDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
AS31ADENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
AS32ADENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GxP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
DB30BDENE11,SOLARIS 10,MAINSTREAM,DE - DCO,APEL,GXP,,,,Virtual Solaris Zone,,,MAINSTREAM,VIRTUAL,,,
