Host Name,OS,LOCATION,REGION,Environment,APPLICATION,MODEL
GLPOSAKSDB010,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSDB020,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSDB130,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSDB140,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSDC010,W2012 R2,IBM Nanko DC,API,Production,,VIRTUAL
GLPOSAKSDC020,W2012 R2,IBM Nanko DC,API,Production,,VIRTUAL
GLPOSAKSDC030,W2012 R2,IBM Nanko DC,API,Production,,VIRTUAL
GLPOSAKSDC040,W2012 R2,IBM Nanko DC,API,Production,,VIRTUAL
GLPOSAKSEX011,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSEX012,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSFS050,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSFS060,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSMN020,W2008 R2,UNKNOWN,API,Disaster Recovery,,VIRTUAL
GLPOSAKSWB131,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSWB132,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSWB141,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPOSAKSWB142,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
GLPPARHQDC010,W2008,UNKNOWN,API,Production,,VIRTUAL
GLPPEKSHDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPRDUDCDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPRDUDCDC020,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPSAOOFDC010,W2008,UNKNOWN,API,Production,,VIRTUAL
GLPSELDRDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPSELHQDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPSHASODC010,W2008,UNKNOWN,API,Production,,VIRTUAL
GLPSHEHQDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPSHEHQDC020,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPSINHQDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPSMORCDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPSMORCDC020,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPSYDHQDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPTKBRCDC010,W2012 R2,JP - Tsukuba,API,Production,,VIRTUAL
GLPTPEHQDC010,W2012 R2,API - Remote Asia,API,Production,,VIRTUAL
GLPTYOCTAP010,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTAP020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTAP030,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTAP100,W2008 R2,JP - Makuhari DC,API,Production,,DL380 G7
GLPTYOCTAP110,W2008 R2,JP - Makuhari DC,API,Pre-Production,,DL380 G7
GLPTYOCTAP120,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTAP130,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTAP140,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTAP150,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTAP160,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
GLPTYOCTAP170,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTAP200,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
GLPTYOCTAP210,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTAP220,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTAP230,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTAP240,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
GLPTYOCTAP250,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTBK010,W2008,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTBK020,W2008 R2,JP - Makuhari DC,API,Production,,DL380 G7 SFF
GLPTYOCTCA010,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTCA020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTDB010,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTDB020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTDB030,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTDB060,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTDB070,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTDB080,W2008,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTDB090,W2008,JP - Makuhari DC,API,Pre-Production,,BL460c G6
GLPTYOCTDB130,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDB140,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDB160,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTDB170,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
GLPTYOCTDB180,W2008 R2,JP - Makuhari DC,API,Pre-Production,,DL380p G8
GLPTYOCTDB190,W2008,JP - Makuhari DC,API,Sandbox,,BL460c G8
GLPTYOCTDB210,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
GLPTYOCTDB220,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDB230,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDB240,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
GLPTYOCTDB250,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTDB260,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTDB270,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTDB280,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDB290,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTDB300,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460C G9
GLPTYOCTDB310,W2008 R2,JP - Makuhari DC,API,Production,,BL460C G9
GLPTYOCTDC010,W2012 R2,IBM Makuhari DC,API,Production,,BL460c G8
GLPTYOCTDC020,W2012 R2,IBM Makuhari DC,API,Production,,BL460c G8
GLPTYOCTDC030,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDC040,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDC050,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDC070,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDC080,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTDT010,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
GLPTYOCTEX011,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTEX012,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTEX013,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTFS030,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTFS040,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTMN010,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTTM010,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTTM020,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTTM030,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTVS051,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTVS052,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTVS053,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTVS061,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTVS062,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTVS063,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTWB010,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTWB020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTWB030,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTWB070,W2008,JP - Nanko DC,API,Production,,VIRTUAL
GLPTYOCTWB080,W2008,JP - Makuhari DC,API,Production,,BL460c G6
GLPTYOCTWB090,W2008,JP - Makuhari DC,API,Pre-Production,,BL460c G6
GLPTYOCTWB131,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTWB132,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTWB141,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTWB142,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTWB150,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
GLPTYOCTWB160,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
GLPTYOCTWB170,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
GLPTYOCTWB180,W2008,JP - Makuhari DC,API,Sandbox,,BL460c G8
